region,district,ward,street
Kigoma,Kigoma Urban,Bangwe,
Kigoma,Kigoma Urban,Mwanga Kaskazini,
Kigoma,Kigoma Urban,Katubuka,
Kigoma,Uvinza,Kalya,
Kigoma,Uvinza,Buhingu,
Kigoma,Uvinza,Igalula,
Kigoma,Uvinza,Sigunga,
Kigoma,Uvinza,Sunuka,
Kigoma,Uvinza,Ilagala,
Kigoma,Uvinza,Simbo,
Kigoma,Uvinza,Kandaga,
Kigoma,Uvinza,Kazuramimba,
Kigoma,Uvinza,Uvinza,
Kigoma,Uvinza,Mganza,
Kigoma,Uvinza,Mtego wa Noti,
Kigoma,Uvinza,Nguruka,
Kigoma,Uvinza,Itebula,
Kigoma,Buhigwe,Nyamugali,
Kigoma,Buhigwe,Biharu,
Kigoma,Buhigwe,Muyama,
Kigoma,Buhigwe,Kajana,
Kigoma,Buhigwe,Mugera,
Kigoma,Buhigwe,Kilelema,
Kigoma,Buhigwe,Munyegera,
Kigoma,Buhigwe,Buhigwe,
Kigoma,Buhigwe,Kibande,
Kigoma,Buhigwe,Janda,
Kigoma,Buhigwe,Munzeze,
Kigoma,Buhigwe,Rusaba,
Kigoma,Buhigwe,Muhinda,
Kigoma,Buhigwe,Munanila,
Kigoma,Buhigwe,Mwayaya,
Kigoma,Kakonko,Nyabibuye,
Kigoma,Kakonko,Nyamtukuza,
Kigoma,Kakonko,Muhange,
Kigoma,Kakonko,Kasunga,
Kigoma,Kakonko,Kakonko,
Kigoma,Kakonko,Kiziguzigu,
Kigoma,Kakonko,Rugenge,
Kigoma,Kakonko,Kasanda,
Kigoma,Kakonko,Gwamumpu,
Kigoma,Kakonko,Katanga,
Kigoma,Kakonko,Mugunzu,
Kigoma,Kasulu Township Authority,Muganza,
Kigoma,Kasulu Township Authority,Kigondo,
Kigoma,Kasulu Township Authority,Msambara,
Kigoma,Kasulu Township Authority,Ruhita,
Kigoma,Kasulu Township Authority,Nyumbigwa,
Kigoma,Kasulu Township Authority,Murufiti,
Kigoma,Kasulu Township Authority,Nyansha,
Kigoma,Kasulu Township Authority,Kasulu Mjini,
Kigoma,Kasulu Township Authority,Muhunga,
Shinyanga,Shinyanga Urban,Mwamalili,
Shinyanga,Shinyanga Urban,Kolandoto,
Shinyanga,Shinyanga Urban,Ngokolo,
Shinyanga,Shinyanga Urban,Ibadakuli,
Shinyanga,Shinyanga Urban,Shinyanga Mjini,
Shinyanga,Shinyanga Urban,Chamaguha,
Shinyanga,Shinyanga Urban,Ibinzamata,
Shinyanga,Shinyanga Urban,Kitangili,
Shinyanga,Shinyanga Urban,Kizumbi,
Shinyanga,Shinyanga Urban,Mwawaza,
Shinyanga,Shinyanga Urban,Ndala,
Shinyanga,Shinyanga Urban,Kambarage,
Shinyanga,Shinyanga Urban,Chibe,
Shinyanga,Shinyanga Urban,Lubaga,
Shinyanga,Shinyanga Urban,Ndembezi,
Shinyanga,Shinyanga Urban,Masekelo,
Shinyanga,Shinyanga Urban,Old Shinyanga,
Shinyanga,Kishapu,Bunambiyu,
Shinyanga,Kishapu,Bubiki,
Shinyanga,Kishapu,Songwa,
Shinyanga,Kishapu,Seke Bugoro,
Shinyanga,Kishapu,Mondo,
Shinyanga,Kishapu,Mwadui Lohumbo,
Shinyanga,Kishapu,Uchunga,
Shinyanga,Kishapu,Kishapu,
Shinyanga,Kishapu,Mwakipoya,
Shinyanga,Kishapu,Shagihilu,
Shinyanga,Kishapu,Somagedi,
Shinyanga,Kishapu,Mwamalasa,
Shinyanga,Kishapu,Masanga,
Shinyanga,Kishapu,Lagana,
Shinyanga,Kishapu,Mwamashele,
Shinyanga,Kishapu,Ngofila,
Shinyanga,Kishapu,Kiloleli,
Shinyanga,Kishapu,Ukenyenge,
Shinyanga,Kishapu,Talaga,
Shinyanga,Kishapu,Itilima,
Shinyanga,Shinyanga,Imesela,
Shinyanga,Shinyanga,Usule,
Shinyanga,Shinyanga,Ilola,
Shinyanga,Shinyanga,Didia,
Shinyanga,Shinyanga,Itwangi,
Shinyanga,Shinyanga,Tinde,
Shinyanga,Shinyanga,Mwakitolyoo,
Shinyanga,Shinyanga,Salawe,
Shinyanga,Shinyanga,Solwa,
Shinyanga,Shinyanga,Iselamagazi,
Shinyanga,Shinyanga,Lyabukande,
Shinyanga,Shinyanga,Mwantini,
Shinyanga,Shinyanga,Pandagichiza,
Shinyanga,Shinyanga,Mwamala,
Shinyanga,Shinyanga,Samuye,
Shinyanga,Shinyanga,Usanda,
Shinyanga,Shinyanga,Puni,
Shinyanga,Shinyanga,Nyida,
Shinyanga,Shinyanga,Nsalala,
Shinyanga,Shinyanga,Bukene,
Shinyanga,Shinyanga,Masengwa,
Shinyanga,Shinyanga,Mwenge,
Shinyanga,Shinyanga,Lyabusalu,
Shinyanga,Shinyanga,Mwalukwa,
Shinyanga,Shinyanga,Nyamalogo,
Shinyanga,Shinyanga,Lyamidati,
Shinyanga,Kahama,Bulyanhulu,
Shinyanga,Kahama,Bugarama,
Shinyanga,Kahama,Lunguya,
Shinyanga,Kahama,Shilela,
Shinyanga,Kahama,Segese,
Shinyanga,Kahama,Mega,
Shinyanga,Kahama,Chela,
Shinyanga,Kahama,Busangi,
Shinyanga,Kahama,Ntobo,
Shinyanga,Kahama,Ngaya,
Shinyanga,Kahama,Bulige,
Shinyanga,Kahama,Kashishi,
Shinyanga,Kahama,Mwanase,
Shinyanga,Kahama,Mwalugulu,
Shinyanga,Kahama,Jana,
Shinyanga,Kahama,Isaka,
Shinyanga,Kahama,Chona,
Shinyanga,Kahama,Chambo,
Shinyanga,Kahama,Kisuke,
Shinyanga,Kahama,Mapamba,
Shinyanga,Kahama,Bukomela,
Shinyanga,Kahama,Ukune,
Shinyanga,Kahama,Igunda,
Shinyanga,Kahama,Kinamapula,
Shinyanga,Kahama,Igwamanoni,
Shinyanga,Kahama,Mpunze,
Shinyanga,Kahama,Sabasabini,
Shinyanga,Kahama,Idahina,
Shinyanga,Kahama,Bulungwa,
Shinyanga,Kahama,Nyankende,
Shinyanga,Kahama,Ulewe,
Shinyanga,Kahama,Ushetu,
Shinyanga,Kahama,Uyogo,
Shinyanga,Kahama,Ulowa,
Shinyanga,Kahama,Ubagwe,
Shinyanga,Kahama Township Authority,Ngogwa,
Shinyanga,Kahama Township Authority,Wendele,
Shinyanga,Kahama Township Authority,Kinaga,
Shinyanga,Kahama Township Authority,Isagehe,
Shinyanga,Kahama Township Authority,Mondo,
Shinyanga,Kahama Township Authority,Kagongwa,
Shinyanga,Kahama Township Authority,Nyahanga,
Shinyanga,Kahama Township Authority,Malunga,
Shinyanga,Kahama Township Authority,Mhongolo,
Shinyanga,Kahama Township Authority,Mwendakulima,
Shinyanga,Kahama Township Authority,Zongomera,
Shinyanga,Kahama Township Authority,Mhungula,
Shinyanga,Kahama Township Authority,Nyihogo,
Shinyanga,Kahama Township Authority,Nyasubi,
Shinyanga,Kahama Township Authority,Kahama Mjini,
Shinyanga,Kahama Township Authority,Majengo,
Shinyanga,Kahama Township Authority,Busoka,
Shinyanga,Kahama Township Authority,Kilago,
Shinyanga,Kahama Township Authority,Iyenze,
Shinyanga,Kahama Township Authority,Nyandekwa,
Kagera,Karagwe,Igurwa,
Kagera,Karagwe,Kanoni,
Kagera,Karagwe,Kihanga,
Kagera,Karagwe,Kituntu,
Kagera,Karagwe,Chanika,
Kagera,Karagwe,Kayanga,
Kagera,Karagwe,Bugene,
Kagera,Karagwe,Ndama,
Kagera,Karagwe,Rugera,
Kagera,Karagwe,Ihembe,
Kagera,Karagwe,Nyaishozi,
Kagera,Karagwe,Rugu,
Kagera,Karagwe,Nyakasimbi,
Kagera,Karagwe,Nyakakika,
Kagera,Karagwe,Nyakabanga,
Kagera,Karagwe,Bweranyange,
Kagera,Karagwe,Kibondo,
Kagera,Karagwe,Nyabiyonza,
Kagera,Karagwe,Kiruruma,
Kagera,Karagwe,Nyakahanga,
Kagera,Karagwe,Ihanda,
Kagera,Karagwe,Chonyonyo,
Kagera,Bukoba,Rubafu,
Kagera,Bukoba,Kishanje,
Kagera,Bukoba,Kaagya,
Kagera,Bukoba,Buhendangabo,
Kagera,Bukoba,Nyakato,
Kagera,Bukoba,Katoma,
Kagera,Bukoba,Karabagaine,
Kagera,Bukoba,Bujugo,
Kagera,Bukoba,Maruku,
Kagera,Bukoba,Kanyangereko,
Kagera,Bukoba,Katerero,
Kagera,Bukoba,Kemondo,
Kagera,Bukoba,Nyakibimbili,
Kagera,Bukoba,Ibwera,
Kagera,Bukoba,Mikoni,
Kagera,Bukoba,Butelankuzi,
Kagera,Bukoba,Rubale,
Kagera,Bukoba,Rukoma,
Kagera,Bukoba,Kikomero,
Kagera,Bukoba,Kibirizi,
Kagera,Bukoba,Izimbya,
Kagera,Bukoba,Butulage,
Kagera,Bukoba,Ruhunga,
Kagera,Bukoba,Mugajwale,
Kagera,Bukoba,Kyamulaile,
Kagera,Bukoba,Katoro,
Kagera,Bukoba,Kaibanja,
Kagera,Bukoba,Kasharu,
Kagera,Bukoba,Kishogo,
Kagera,Muleba,Muhutwe,
Kagera,Muleba,Mayondwe,
Kagera,Muleba,Goziba,
Kagera,Muleba,Kerebe,
Kagera,Muleba,Bumbire,
Kagera,Muleba,Ikuza,
Kagera,Muleba,Izigo,
Kagera,Muleba,Katoke,
Kagera,Muleba,Kagoma,
Kagera,Muleba,Kikuku,
Kagera,Muleba,Bureza,
Kagera,Muleba,Muleba,
Kagera,Muleba,Ikondo,
Kagera,Muleba,Buhangaza,
Kagera,Muleba,Mazinga,
Kagera,Muleba,Magata (Karutanga),
Kagera,Muleba,Gwanseli,
Kagera,Muleba,Kibanga,
Kagera,Muleba,Kasharunga,
Kagera,Muleba,Rulanda,
Kagera,Muleba,Kimwani,
Kagera,Muleba,Nyakabango,
Kagera,Muleba,Kyebitembe,
Kagera,Muleba,Karambi,
Kagera,Muleba,Mubunda,
Kagera,Muleba,Bisheke,
Kagera,Muleba,Burungura,
Kagera,Muleba,Biirabo,
Kagera,Muleba,Mushabago,
Kagera,Muleba,Nyakatanga,
Kagera,Muleba,Ngenge,
Kagera,Muleba,Rutoro,
Kagera,Muleba,Kabirizi,
Kagera,Muleba,Nshamba,
Kagera,Muleba,Kashasha,
Kagera,Muleba,Ijumbi,
Kagera,Muleba,Kishanda,
Kagera,Muleba,Buganguzi,
Kagera,Muleba,Ibuga,
Kagera,Muleba,Bulyakashaju,
Kagera,Muleba,Kamachumu,
Kagera,Muleba,Ruhanga,
Kagera,Muleba,Mafumbo,
Kagera,Biharamulo,Nyakahura,
Kagera,Biharamulo,Ruziba,
Kagera,Biharamulo,Biharamulo Mjini,
Kagera,Biharamulo,Bisibo,
Kagera,Biharamulo,Nyarubungo,
Kagera,Biharamulo,Nyamahanga,
Kagera,Biharamulo,Runazi,
Kagera,Biharamulo,Kabindi,
Kagera,Biharamulo,Nyamigogo,
Kagera,Biharamulo,Nyabusozi,
Kagera,Biharamulo,Nemba,
Kagera,Biharamulo,Lusahunga,
Kagera,Biharamulo,Kaniha,
Kagera,Biharamulo,Nyantakara,
Kagera,Biharamulo,Kalenge,
Kagera,Ngara,Rusumo,
Kagera,Ngara,Nyakisasa,
Kagera,Ngara,Rulenge,
Kagera,Ngara,Keza,
Kagera,Ngara,Murusagamba,
Kagera,Ngara,Muganza,
Kagera,Ngara,Bugarama,
Kagera,Ngara,Bukiriro,
Kagera,Ngara,Kabanga,
Kagera,Ngara,Mabawe,
Kagera,Ngara,Kanazi,
Kagera,Ngara,Mugoma,
Kagera,Ngara,Kirushya,
Kagera,Ngara,Ntobeye,
Kagera,Ngara,Nyamiyaga,
Kagera,Ngara,Ngara Mjini,
Kagera,Ngara,Kibimba,
Kagera,Ngara,Mbuba,
Kagera,Ngara,Murukulazo,
Kagera,Ngara,Kasulo,
Kagera,Bukoba Urban,Hamugembe,
Kagera,Bukoba Urban,Nshambya,
Kagera,Bukoba Urban,Buhemba,
Kagera,Bukoba Urban,Kahororo,
Kagera,Bukoba Urban,Kashai,
Kagera,Bukoba Urban,Miembeni,
Kagera,Bukoba Urban,Bilele,
Kagera,Bukoba Urban,Bakoba,
Kagera,Bukoba Urban,Ijuganyondo,
Kagera,Bukoba Urban,Kitendaguro,
Kagera,Bukoba Urban,Kibeta,
Kagera,Bukoba Urban,Kagondo,
Kagera,Bukoba Urban,Nyanga,
Kagera,Bukoba Urban,Rwamishenye,
Kagera,Missenyi,Kakunyu,
Kagera,Missenyi,Nsunga,
Kagera,Missenyi,Mutukula,
Kagera,Missenyi,Kassambya,
Kagera,Missenyi,Minziro,
Kagera,Missenyi,Ruzinga,
Kagera,Missenyi,Kashenye,
Kagera,Missenyi,Kanyigo,
Kagera,Missenyi,Ishunju,
Kagera,Missenyi,Buyango,
Kagera,Missenyi,Bwanjai,
Kagera,Missenyi,Ishozi,
Kagera,Missenyi,Gera,
Kagera,Missenyi,Bugandika,
Kagera,Missenyi,Kitobo,
Kagera,Missenyi,Bugorora,
Kagera,Missenyi,Kyaka,
Kagera,Missenyi,Mushasha,
Kagera,Missenyi,Kilimilil,
Kagera,Missenyi,Mabale,
Kagera,Kyerwa,Isingiro,
Kagera,Kyerwa,Kaisho,
Kagera,Kyerwa,Rutunguru,
Kagera,Kyerwa,Kibingo,
Kagera,Kyerwa,Murongo,
Kagera,Kyerwa,Bugomora,
Kagera,Kyerwa,Kibale,
Kagera,Kyerwa,Mabira,
Kagera,Kyerwa,Businde,
Kagera,Kyerwa,Kamuli,
Kagera,Kyerwa,Nyakatuntu,
Kagera,Kyerwa,Kimuli,
Kagera,Kyerwa,Kikukuru,
Kagera,Kyerwa,Rwabwere,
Kagera,Kyerwa,Nkwenda,
Kagera,Kyerwa,Rukuraijo,
Kagera,Kyerwa,Songambele,
Kagera,Kyerwa,Kyerwa,
Mwanza,Ukerewe,Nansio,
Mwanza,Ukerewe,Kagera,
Mwanza,Ukerewe,Nakatunguru,
Mwanza,Ukerewe,Kakerege,
Mwanza,Ukerewe,Bukongo,
Mwanza,Ukerewe,Nkilizya,
Mwanza,Ukerewe,Bukanda,
Mwanza,Ukerewe,Mukituntu,
Mwanza,Ukerewe,Igala,
Mwanza,Ukerewe,Bwiro,
Mwanza,Ukerewe,Muriti,
Mwanza,Ukerewe,Ilangala,
Mwanza,Ukerewe,Namilembe,
Mwanza,Ukerewe,Nduruma,
Mwanza,Ukerewe,Murutunguru,
Mwanza,Ukerewe,Kagunguli,
Mwanza,Ukerewe,Bukindo,
Mwanza,Ukerewe,Namagondo,
Mwanza,Ukerewe,Ngoma,
Mwanza,Ukerewe,Bwisya,
Mwanza,Ukerewe,Bukungu,
Mwanza,Ukerewe,Nyamanga,
Mwanza,Ukerewe,Bukiro,
Mwanza,Ukerewe,Irugwa,
Mwanza,Magu,Kisesa,
Mwanza,Magu,Bujashi,
Mwanza,Magu,Lutale,
Mwanza,Magu,Kongolo,
Mwanza,Magu,Nyanguge,
Mwanza,Magu,Kitongo Sim,
Mwanza,Magu,Mwamanga,
Mwanza,Magu,Kahangara,
Mwanza,Magu,Nyigogo,
Mwanza,Magu,Mwamabanza,
Mwanza,Magu,Sukuma,
Mwanza,Magu,Lubugu,
Mwanza,Magu,Ng'haya,
Mwanza,Magu,Nkungulu,
Mwanza,Magu,Jinjimili,
Mwanza,Magu,Shishani,
Mwanza,Magu,Magu Mjini,
Mwanza,Magu,Bukandwe,
Mwanza,Nyamagana,Mkuyuni,
Mwanza,Nyamagana,Igogo,
Mwanza,Nyamagana,Pamba,
Mwanza,Nyamagana,Nyamagana,
Mwanza,Nyamagana,Mirongo,
Mwanza,Nyamagana,Isamilo,
Mwanza,Nyamagana,Mbugani,
Mwanza,Nyamagana,Mahina,
Mwanza,Nyamagana,Igoma,
Mwanza,Nyamagana,Buhongwa,
Mwanza,Nyamagana,Mkolani,
Mwanza,Nyamagana,Butimba,
Mwanza,Kwimba,Walla,
Mwanza,Kwimba,Bungulwa,
Mwanza,Kwimba,Sumve,
Mwanza,Kwimba,Mantare,
Mwanza,Kwimba,Ngulla,
Mwanza,Kwimba,Mwabomba,
Mwanza,Kwimba,Mwagi,
Mwanza,Kwimba,Iseni,
Mwanza,Kwimba,Nyambiti,
Mwanza,Kwimba,Maligisu,
Mwanza,Kwimba,Mwandu,
Mwanza,Kwimba,Malya,
Mwanza,Kwimba,Lyoma,
Mwanza,Kwimba,Mwang'halanga,
Mwanza,Kwimba,Nyamilama,
Mwanza,Kwimba,Mwakilambiti,
Mwanza,Kwimba,Hungumalwa,
Mwanza,Kwimba,Mwamala,
Mwanza,Kwimba,Kikubiji,
Mwanza,Kwimba,Mhande,
Mwanza,Kwimba,Bupamwa,
Mwanza,Kwimba,Fukalo,
Mwanza,Kwimba,Ng'hundi,
Mwanza,Kwimba,Igongwa,
Mwanza,Kwimba,Ngudu,
Mwanza,Kwimba,Bugando,
Mwanza,Kwimba,Nkalalo,
Mwanza,Kwimba,Mwankulwe,
Mwanza,Kwimba,Ilula,
Mwanza,Kwimba,Shilembo,
Mwanza,Sengerema,Ibisabageni,
Mwanza,Sengerema,Nyamazugo,
Mwanza,Sengerema,Chifumfu,
Mwanza,Sengerema,Katunguru,
Mwanza,Sengerema,Kasungamile,
Mwanza,Sengerema,Nyamatongo,
Mwanza,Sengerema,Tabaruka,
Mwanza,Sengerema,Busisi,
Mwanza,Sengerema,Buyagu,
Mwanza,Sengerema,Igalula,
Mwanza,Sengerema,Kagunga,
Mwanza,Sengerema,Sima,
Mwanza,Sengerema,Nyakasunga,
Mwanza,Sengerema,Kalebezo,
Mwanza,Sengerema,Nyehunge,
Mwanza,Sengerema,Kafunzo,
Mwanza,Sengerema,Bupandwa,
Mwanza,Sengerema,Katwe,
Mwanza,Sengerema,Maisome,
Mwanza,Sengerema,Kazunzu,
Mwanza,Sengerema,Lugata,
Mwanza,Sengerema,Nyakaliro,
Mwanza,Sengerema,Nyakasasa,
Mwanza,Sengerema,Buzilasoga,
Mwanza,Sengerema,Nyanzenda,
Mwanza,Sengerema,Bulyaheke,
Mwanza,Sengerema,Irenza,
Mwanza,Sengerema,Kasenyi,
Mwanza,Sengerema,Mwambului,
Mwanza,Sengerema,Nyatukala,
Mwanza,Sengerema,Nyampulukano,
Mwanza,Sengerema,Nyampande,
Mwanza,Sengerema,Kishinda,
Mwanza,Sengerema,Igulumuki,
Mwanza,Ilemela,Buswelu,
Mwanza,Ilemela,Nyakato,
Mwanza,Ilemela,Nyamanoro,
Mwanza,Ilemela,Kirumba,
Mwanza,Ilemela,Kitangiri,
Mwanza,Ilemela,Pasiansi,
Mwanza,Ilemela,Ilemela,
Mwanza,Ilemela,Bugogwa,
Mwanza,Ilemela,Sangabuye,
Mwanza,Misungwi,Bulemeji,
Mwanza,Misungwi,Idetemya,
Mwanza,Misungwi,Usagara,
Mwanza,Misungwi,Ukiriguru,
Mwanza,Misungwi,Kanyelele,
Mwanza,Misungwi,Koromije,
Mwanza,Misungwi,Igokelo,
Mwanza,Misungwi,Mwaniko,
Mwanza,Misungwi,Misungwi,
Mwanza,Misungwi,Masasi,
Mwanza,Misungwi,Kijima,
Mwanza,Misungwi,Shilalo,
Mwanza,Misungwi,Buhingo,
Mwanza,Misungwi,Busongo,
Mwanza,Misungwi,Nhundulu,
Mwanza,Misungwi,Lubili,
Mwanza,Misungwi,Ilujamate,
Mwanza,Misungwi,Mbarika,
Mwanza,Misungwi,Sumbugu,
Mwanza,Misungwi,Kasololo,
Mwanza,Misungwi,Ilalambogo,
Mwanza,Misungwi,Isesa,
Mwanza,Misungwi,Gulumungu,
Mwanza,Misungwi,Mabuki,
Mwanza,Misungwi,Mondo,
Mwanza,Misungwi,Mamaye,
Mwanza,Misungwi,Fella,
Mara,Tarime,Susuni,
Mara,Tarime,Mwema,
Mara,Tarime,Sirari,
Mara,Tarime,Pemba,
Mara,Tarime,Nyakonga,
Mara,Tarime,Nyarero,
Mara,Tarime,Nyamwaga,
Mara,Tarime,Muriba,
Mara,Tarime,Nyanungu,
Mara,Tarime,Gorong'a,
Mara,Tarime,Nyarokoba,
Mara,Tarime,Kemambo,
Mara,Tarime,Kibasuka,
Mara,Tarime,Binagi,
Mara,Tarime,Turwa,
Mara,Tarime,Bomani,
Mara,Tarime,Nyandoto,
Mara,Tarime,Matongo,
Mara,Tarime,Manga,
Mara,Tarime,Bumera,
Mara,Tarime,Komaswa,
Mara,Tarime,Kiore,
Mara,Tarime,Sabasaba,
Mara,Tarime,Nyamisangura,
Mara,Tarime,Kentare,
Mara,Tarime,Nyamaranga,
Mara,Tarime,Mbogi,
Mara,Tarime,Genyange,
Mara,Tarime,Nyansicha,
Mara,Tarime,Itiryo,
Mara,Serengeti,Kenyamonta,
Mara,Serengeti,Busawe,
Mara,Serengeti,Kisaka,
Mara,Serengeti,Kebanchabancha,
Mara,Serengeti,Ring'wani,
Mara,Serengeti,Rung'abure,
Mara,Serengeti,Machochwe,
Mara,Serengeti,Kisangura,
Mara,Serengeti,Mugumu,
Mara,Serengeti,Ikoma,
Mara,Serengeti,Natta,
Mara,Serengeti,Issenye,
Mara,Serengeti,Rigicha,
Mara,Serengeti,Nyambureti,
Mara,Serengeti,Nyamoko,
Mara,Serengeti,Manchira,
Mara,Serengeti,Kyambahi,
Mara,Serengeti,Nyamatare,
Mara,Serengeti,Majimoto,
Mara,Serengeti,Magange,
Mara,Serengeti,Nyansurura,
Mara,Serengeti,Mosongo,
Mara,Serengeti,Sedeco,
Mara,Serengeti,Mbalibali,
Mara,Serengeti,Stendi Kuu,
Mara,Serengeti,Geitasamo,
Mara,Serengeti,Morotonga,
Mara,Serengeti,Uwanja wa Ndege,
Mara,Musoma,Bukumi,
Mara,Musoma,Makojo,
Mara,Musoma,Bwasi,
Mara,Musoma,Bulinga,
Mara,Musoma,Bukima,
Mara,Musoma,Murangi,
Mara,Musoma,Bugwema,
Mara,Musoma,Nyamrandirira,
Mara,Musoma,Nyambono,
Mara,Musoma,Suguti,
Mara,Musoma,Tegeruka,
Mara,Musoma,Kiriba,
Mara,Musoma,Busambara,
Mara,Musoma,Mugango,
Mara,Bunda,Nyamuswa,
Mara,Bunda,Salama,
Mara,Bunda,Mihingo,
Mara,Bunda,Mugeta,
Mara,Bunda,Hunyari,
Mara,Bunda,Mcharo,
Mara,Bunda,Sazira,
Mara,Bunda,Kunzugu,
Mara,Bunda,Bunda Mjini,
Mara,Bunda,Guta,
Mara,Bunda,Butimba,
Mara,Bunda,Neruma,
Mara,Bunda,Kibara,
Mara,Bunda,Nansimo,
Mara,Bunda,Kisorya,
Mara,Bunda,Igundu,
Mara,Bunda,Iramba,
Mara,Bunda,Namhula,
Mara,Bunda,Wariku,
Mara,Bunda,Kabasa,
Mara,Bunda,Nampindi,
Mara,Bunda,Chitengule,
Mara,Bunda,Kasuguti,
Mara,Bunda,Balili,
Mara,Bunda,Bunda Stoo,
Mara,Bunda,Nyasura,
Mara,Bunda,Nyamang'uta,
Mara,Bunda,Ketare,
Mara,Rorya,Kigunga,
Mara,Rorya,Kirogo,
Mara,Rorya,Nyamtinga,
Mara,Rorya,Nyamagaro,
Mara,Rorya,Nyahongo,
Mara,Rorya,Mkoma,
Mara,Rorya,Tai,
Mara,Rorya,Bukura,
Mara,Rorya,Roche,
Mara,Rorya,Kitembe,
Mara,Rorya,Mirare,
Mara,Rorya,Goribe,
Mara,Rorya,Ikoma,
Mara,Rorya,Koryo,
Mara,Rorya,Bukwe,
Mara,Rorya,Nyathorogo,
Mara,Rorya,Rabour,
Mara,Rorya,Kisumwa,
Mara,Rorya,Komuge,
Mara,Rorya,Nyamunga,
Mara,Rorya,Kyang'ombe,
Mara,Butiam,Bwiregi,
Mara,Butiam,Buswahili,
Mara,Butiam,Nyamimange,
Mara,Butiam,Sirorisimba,
Mara,Butiam,Buhemba,
Mara,Butiam,Mirwa,
Mara,Butiam,Muriaza,
Mara,Butiam,Butiama,
Mara,Butiam,Masaba,
Mara,Butiam,Kyanyari,
Mara,Butiam,Kukirango,
Mara,Butiam,Buruma,
Mara,Butiam,Nyakatende,
Mara,Butiam,Etaro,
Mara,Butiam,Nyegina,
Mara,Butiam,Nyankanga,
Mara,Butiam,Bisumwa,
Mara,Butiam,Bukabwa,
Mara,Butiam,Butuguri,
Mara,Butiam,Busegwe,
Manyara,Babati,Magara,
Manyara,Babati,Nkaiti,
Manyara,Babati,Mwada,
Manyara,Babati,Mamire,
Manyara,Babati,Galapo,
Manyara,Babati,Qashi,
Manyara,Babati,Ayasanda,
Manyara,Babati,Gidas,
Manyara,Babati,Duru,
Manyara,Babati,Riroda,
Manyara,Babati,Arri,
Manyara,Babati,Dareda,
Manyara,Babati,Dabil,
Manyara,Babati,Ufana,
Manyara,Babati,Bashneti,
Manyara,Babati,Madunga,
Manyara,Babati,Kiru,
Manyara,Babati,Magugu,
Manyara,Hanang,Balagidalalu,
Manyara,Hanang,Gehandu,
Manyara,Hanang,Laghanga,
Manyara,Hanang,Getanuwas,
Manyara,Hanang,Hirbadaw,
Manyara,Hanang,Bassodesh,
Manyara,Hanang,Bassotu,
Manyara,Hanang,Gendabi,
Manyara,Hanang,Mogitu,
Manyara,Hanang,Giting,
Manyara,Hanang,Masakta,
Manyara,Hanang,Masqaroda,
Manyara,Hanang,Endasak,
Manyara,Hanang,Gidahababieg,
Manyara,Hanang,Maskron,
Manyara,Hanang,Hidet,
Manyara,Hanang,Simbay,
Manyara,Hanang,Sirop,
Manyara,Hanang,Gisambalang,
Manyara,Hanang,Nangwa,
Manyara,Hanang,Katesh,
Manyara,Hanang,Ganana,
Manyara,Hanang,Dirma,
Manyara,Hanang,Lalaji,
Manyara,Hanang,Endasiwold,
Manyara,Mbulu,Daudi,
Manyara,Mbulu,Bargish,
Manyara,Mbulu,Gehandu,
Manyara,Mbulu,Kainam,
Manyara,Mbulu,Murray,
Manyara,Mbulu,Ayamaami,
Manyara,Mbulu,Uhuru,
Manyara,Mbulu,Tlawi,
Manyara,Mbulu,Bashay,
Manyara,Mbulu,Dongobesh,
Manyara,Mbulu,Tumati,
Manyara,Mbulu,Maretadu,
Manyara,Mbulu,Maghang,
Manyara,Mbulu,Haydom,
Manyara,Mbulu,Yaeda Chini,
Manyara,Mbulu,Masieda,
Manyara,Mbulu,Marang,
Manyara,Mbulu,Gunyoda,
Manyara,Mbulu,Nahasey,
Manyara,Mbulu,Endamilay,
Manyara,Mbulu,Yaeda Ampa,
Manyara,Mbulu,Masqaroda,
Manyara,Mbulu,Nambisi,
Manyara,Mbulu,Dinamu,
Manyara,Mbulu,Ayamohe,
Manyara,Mbulu,Sanu Baray,
Manyara,Mbulu,Imboru,
Manyara,Mbulu,Endagikot,
Manyara,Mbulu,Geterer,
Manyara,Mbulu,Hayderer,
Manyara,Mbulu,Eshkesh,
Manyara,Mbulu,Gidihim,
Manyara,Simanjiro,Orkesmet,
Manyara,Simanjiro,Loiborsiret,
Manyara,Simanjiro,Emboreet,
Manyara,Simanjiro,Terrat,
Manyara,Simanjiro,Oljoro No. 5,
Manyara,Simanjiro,Shambarai,
Manyara,Simanjiro,Mererani,
Manyara,Simanjiro,Msitu wa Tembo,
Manyara,Simanjiro,Ngorika,
Manyara,Simanjiro,Liborsoit,
Manyara,Simanjiro,Ruvu Remiti,
Manyara,Simanjiro,Komolo,
Manyara,Simanjiro,Naisinyai,
Manyara,Simanjiro,Endiantu,
Manyara,Kiteto,Kibaya,
Manyara,Kiteto,Partimbo,
Manyara,Kiteto,Makame,
Manyara,Kiteto,Ndedo,
Manyara,Kiteto,Kijungu,
Manyara,Kiteto,Lengatei,
Manyara,Kiteto,Sunya,
Manyara,Kiteto,Dongo,
Manyara,Kiteto,Songambele,
Manyara,Kiteto,Dosidosi,
Manyara,Kiteto,Engusero,
Manyara,Kiteto,Matui,
